kategoria,Nazwa,Cena,Cena przed obnizka,Nr referencyjny,Adres zdjecia,Rozmiary,Opis,Material wykonania,Kolor
SANDAŁY I KLAPKI,Sandały multicolor,380,"480,00 ",   D03008-3436-002,"https://baldowski.b-cdn.net/8984-new_cart_photo/sandaly-multicolor.jpg,https://baldowski.b-cdn.net/8986-new_cart_photo/sandaly-multicolor.jpg","36,40",Sandały multikolor na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multicolor
SANDAŁY I KLAPKI,Sandały multicolor,380,"480,00 ",   D03008-3436-003,"https://baldowski.b-cdn.net/8669-new_cart_photo/sandały-multicolor.jpg,https://baldowski.b-cdn.net/8671-new_cart_photo/sandały-multicolor.jpg","38,39",Sandały multikolor na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multicolor
SANDAŁY I KLAPKI,Sandały multicolor,350,"450,00 ",   D03010-3436-005,"https://baldowski.b-cdn.net/9691-new_cart_photo/sandaly-multicolor.jpg,https://baldowski.b-cdn.net/9693-new_cart_photo/sandaly-multicolor.jpg","37,38,39",Sandały multikolor na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., multicolor
SANDAŁY I KLAPKI,Sandały kaszmirowe,390,"490,00 ",   D02530-3436-003,"https://baldowski.b-cdn.net/9631-new_cart_photo/sandały-kaszmirowe.jpg,https://baldowski.b-cdn.net/9633-new_cart_photo/sandały-kaszmirowe.jpg",39,Sandały kaszmirowe z wyjmowaną wstążką na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej., kaszmir
SANDAŁY I KLAPKI,Sandały camel,390,"490,00 ",   D02530-3436-005,"https://baldowski.b-cdn.net/6711-new_cart_photo/sandaly-camel.jpg,https://baldowski.b-cdn.net/6713-new_cart_photo/sandaly-camel.jpg","36,40,41",Sandały camel z wyjmowaną wstążką na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej i zamszowej., camel
SANDAŁY I KLAPKI,Sandały czarne,460,"560,00 ",   D02563-4742-002,"https://baldowski.b-cdn.net/9863-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/9865-new_cart_photo/sandaly-czarne.jpg","35,37,38",Sandały czarne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarne
SANDAŁY I KLAPKI,Sandały czarne,360,"460,00 ",   D03044-3436-001,"https://baldowski.b-cdn.net/9731-new_cart_photo/sandały-czarne.jpg,https://baldowski.b-cdn.net/9733-new_cart_photo/sandały-czarne.jpg","37,38,39",Sandały czarne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., czarne
SANDAŁY I KLAPKI,Sandały czarne,670,,   D03083-3436-001,"https://baldowski.b-cdn.net/9995-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/9997-new_cart_photo/sandaly-czarne.jpg","36,38,39,40,41",Sandały czarne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej zamszowej., czarny
SANDAŁY I KLAPKI,Sandały na szpilce beżowe,670,,   D03083-3436-003,"https://baldowski.b-cdn.net/9847-new_cart_photo/sandaly-na-szpilce-bezowe.jpg,https://baldowski.b-cdn.net/9849-new_cart_photo/sandaly-na-szpilce-bezowe.jpg","36,37,38,39,40,41",Sandały na szpilce na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., beżowy
SANDAŁY I KLAPKI,Sandały na szpilce beżowe,490,,   D03136-3436-003,"https://baldowski.b-cdn.net/9081-new_cart_photo/sandaly-na-szpilce-bezowe.jpg,https://baldowski.b-cdn.net/9083-new_cart_photo/sandaly-na-szpilce-bezowe.jpg","36,40,41",Sandały na szpilce na 9-centymetrowym obcasie.,Wykonane ze skóry naturalnej., beżowy
SANDAŁY I KLAPKI,Sandały czarne,490,,   D03136-3436-001,"https://baldowski.b-cdn.net/9073-new_cart_photo/sandaly-czarne.jpg,https://baldowski.b-cdn.net/9075-new_cart_photo/sandaly-czarne.jpg","36,37,39,40,41",Sandały czarne na 9-centymetrowym obcasie.,"Wykonane ze skóry naturalnej, zamsz.", czarny
SANDAŁY I KLAPKI,Sandały w kolorze fuksji,350,"450,00 ",   D02400-3436-007,"https://baldowski.b-cdn.net/6671-new_cart_photo/sandaly-w-kolorze-fuksji.jpg,https://baldowski.b-cdn.net/6673-new_cart_photo/sandaly-w-kolorze-fuksji.jpg","36,40",Sandały w kolorze fuksji na 9-centymetrowym obcasie. ,"Wykonane ze skóry naturalnej, skóry zamszowej.", fuksja
SANDAŁY I KLAPKI,Sandały cappuccino,350,"450,00 ",   D02400-3436-010,"https://baldowski.b-cdn.net/6679-new_cart_photo/sandaly-cappuccino.jpg,https://baldowski.b-cdn.net/6680-new_cart_photo/sandaly-cappuccino.jpg","39,40",Sandały cappuccino na 9-centymetrowym obcasie. ,"Wykonane ze skóry naturalnej, skóry zamszowej.", cappuccino
SANDAŁY I KLAPKI,Sandały srebrne,490,,   D02400-3436-006,"https://baldowski.b-cdn.net/6753-new_cart_photo/sandaly-srebrne.jpg,https://baldowski.b-cdn.net/6755-new_cart_photo/sandaly-srebrne.jpg","38,39,40",Sandały srebrne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., srebrny
SANDAŁY I KLAPKI,Sandały multicolor,550,,   D02400-3436-005/D02400 coco sliver coco gold,"https://baldowski.b-cdn.net/6242-new_cart_photo/sandaly-multicolor.jpg,https://baldowski.b-cdn.net/6243-new_cart_photo/sandaly-multicolor.jpg","36,37,38,39,40,41",Sandały multikolor na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej.," biały, złoty, srebrny"
SANDAŁY I KLAPKI,Sandały srebrne,530,,   D02563-3436-011,"https://baldowski.b-cdn.net/9969-new_cart_photo/sandaly-srebrne.jpg,https://baldowski.b-cdn.net/9971-new_cart_photo/sandaly-srebrne.jpg","36,38",Sandały srebrne na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., srebrny
SANDAŁY I KLAPKI,Sandały beżowe,430,,   D02563-3436-014,"https://baldowski.b-cdn.net/9675-new_cart_photo/sandaly-bezowe.jpg,https://baldowski.b-cdn.net/9677-new_cart_photo/sandaly-bezowe.jpg",37,Sandały beżowe na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy
SANDAŁY I KLAPKI,Sandały beżowe,530,,   D02563-3436-023,"https://baldowski.b-cdn.net/9977-new_cart_photo/sandaly-bezowe.jpg,https://baldowski.b-cdn.net/9979-new_cart_photo/sandaly-bezowe.jpg","35,36,39,40",Sandały beżowe na 9-centymetrowym obcasie. ,Wykonane ze skóry naturalnej., beżowy
